buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,FRANKLIN TEMPLETON MUTUAL FUND,23-Jun-2026,Craftsman Automation Ltd,29190,,CRAFTSMAN,9250
BUY,MERRILL LYNCH INVESTMENT MANAGERS LIMITED A/C. MLI EQ.F (MAU,23-Jun-2026,Craftsman Automation Ltd,29859,,CRAFTSMAN,9250
BUY,INVESCO MUTUAL FUND,23-Jun-2026,Craftsman Automation Ltd,108109,,CRAFTSMAN,9250
BUY,ABU DHABI INVESTMENT,23-Jun-2026,Craftsman Automation Ltd,57298,,CRAFTSMAN,9250
BUY,AXIS MUTUAL FUND,23-Jun-2026,Craftsman Automation Ltd,30271,,CRAFTSMAN,9250
BUY,EDELWEISS MUTUAL FUND,23-Jun-2026,Craftsman Automation Ltd,27028,,CRAFTSMAN,9250
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,23-Jun-2026,Craftsman Automation Ltd,30271,,CRAFTSMAN,9250
BUY,HDFC MUTUAL FUND,23-Jun-2026,Craftsman Automation Ltd,183784,,CRAFTSMAN,9250
BUY,HDFC STANDARD LIFE INSURNACE,23-Jun-2026,Craftsman Automation Ltd,29190,,CRAFTSMAN,9250
BUY,PI OPPORTUNITIES AIF V LLP,23-Jun-2026,Mah & Mah Ltd.,1018336,,M&M,3046
SELL,SRINIVASAN RAVI,23-Jun-2026,Craftsman Automation Ltd,525000,,CRAFTSMAN,9250
SELL,PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED,23-Jun-2026,Mah & Mah Ltd.,1018336,,M&M,3046
