buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,NOVA VIDA LIMITED,21-Jul-2026,Bliss GVS Pharma Ltd,700000,,BLISSGVS,485
SELL,ARIAN INVESTMENT LTD,21-Jul-2026,Bliss GVS Pharma Ltd,700000,,BLISSGVS,485
