buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,SBI MUTUAL FUND,24-Jul-2026,Sudeep Pharma Limited,2000000,,SUDEEPPHRM,800
SELL,NUVAMA CROSSOVER OPPORTUNITIES FUND - SERIES III,24-Jul-2026,Sudeep Pharma Limited,1060000,,SUDEEPPHRM,800
SELL,NUVAMA CROSSOVER OPPORTUNITIES FUND - SERIES IIIA,24-Jul-2026,Sudeep Pharma Limited,940000,,SUDEEPPHRM,800
