buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,SMITI HOLDING AND TRADING COMPANY PRIVATE LIMITED,17-Sep-2026,Asian Paints Limited,164000,,ASIANPAINT,2440
BUY,BOFA SECURITIES EUROPE SA,17-Sep-2026,Gland Pharma Limited,150000,,GLAND,2826.6
SELL,JALAJ A DANI,17-Sep-2026,Asian Paints Limited,164000,,ASIANPAINT,2440
SELL,NORTH ROCK SG VCC,17-Sep-2026,Gland Pharma Limited,150000,,GLAND,2826.6
