buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,MOTILAL OSWAL EQUITY OPPORTUNITIES FUND SERIES II,11-Jun-2026,GNG Electronics Limited,641027,,EBGNG,390
BUY,MIRAE ASSET MUTUAL FUND,11-Jun-2026,GNG Electronics Limited,641032,,EBGNG,390
BUY,ITI MUTUAL FUND,11-Jun-2026,GNG Electronics Limited,641029,,EBGNG,390
BUY,MCP EMERGING MARKETS FUND LP,11-Jun-2026,GNG Electronics Limited,145662,,EBGNG,390
BUY,GOLDMAN SACHS FUNDS-GOLDMAN SACHS ASIA EQUITY PORTFOLIO,11-Jun-2026,GNG Electronics Limited,641031,,EBGNG,390
BUY,EDELWEISS MUTUAL FUND,11-Jun-2026,GNG Electronics Limited,641028,,EBGNG,390
BUY,MOBIUS INVESTMENT TRUST PLC,11-Jun-2026,GNG Electronics Limited,495364,,EBGNG,390
BUY,TRUST MUTUAL FUND,11-Jun-2026,GNG Electronics Limited,641030,,EBGNG,390
BUY,NATIONAL PENSION SYSTEM (NPS) TRUST,11-Jun-2026,Lenskart Solutions Ltd,2000000,,LENSKART,490
BUY,ICICI PRUDENTIAL MUTUAL FUND,11-Jun-2026,Lenskart Solutions Ltd,1224490,,LENSKART,490
BUY,INTEGRATED CORE STRATEGIES (ASIA) PTE LTD,11-Jun-2026,Lenskart Solutions Ltd,1326531,,LENSKART,490
BUY,KOTAK FUNDS-INDIA MIDCAP FUND,11-Jun-2026,Lenskart Solutions Ltd,714286,,LENSKART,490
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,11-Jun-2026,Lenskart Solutions Ltd,1020409,,LENSKART,490
BUY,KOTAK MAHINDRA MUTUAL FUND,11-Jun-2026,Lenskart Solutions Ltd,12061211,,LENSKART,490
BUY,MIRAE ASSET MUTUAL FUND,11-Jun-2026,Lenskart Solutions Ltd,2204083,,LENSKART,490
BUY,MORGAN STANLEY ASIA SINGAPORE PTE,11-Jun-2026,Lenskart Solutions Ltd,510205,,LENSKART,490
BUY,SBI MUTUAL FUND,11-Jun-2026,Lenskart Solutions Ltd,918368,,LENSKART,490
BUY,SOCIETE GENERALE,11-Jun-2026,Lenskart Solutions Ltd,1020410,,LENSKART,490
BUY,VIRIDIAN ASIA OPPORTUNITIES MASTER FUND,11-Jun-2026,Lenskart Solutions Ltd,1326531,,LENSKART,490
BUY,HDFC LIFE INSURANCE COMPANY LIMITED,11-Jun-2026,Lenskart Solutions Ltd,1020409,,LENSKART,490
BUY,GOLDMAN SACHS INVESTMENTS MAURITIUS I LIMITED,11-Jun-2026,Lenskart Solutions Ltd,1122450,,LENSKART,490
BUY,GHISALLO MASTER FUND LP,11-Jun-2026,Lenskart Solutions Ltd,816327,,LENSKART,490
BUY,FRANKLIN TEMPLETON MUTUAL FUND,11-Jun-2026,Lenskart Solutions Ltd,2244898,,LENSKART,490
BUY,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,11-Jun-2026,Lenskart Solutions Ltd,612245,,LENSKART,490
BUY,CANARA ROBECO MUTUAL FUND,11-Jun-2026,Lenskart Solutions Ltd,3224491,,LENSKART,490
BUY,ALPHA ALTERNATIVES EQUITY ABSOLUTE RETURN FUND,11-Jun-2026,Lenskart Solutions Ltd,510205,,LENSKART,490
BUY,ADITYA BIRLA SUN LIFE MUTUAL FUND,11-Jun-2026,Lenskart Solutions Ltd,1020409,,LENSKART,490
BUY,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,11-Jun-2026,Lenskart Solutions Ltd,2040817,,LENSKART,490
BUY,NATIONAL PENSION SYSTEM (NPS) TRUST,11-Jun-2026,Lenskart Solutions Ltd,3061225,,LENSKART,490
SELL,VIDHI S KHANDELWAL,11-Jun-2026,GNG Electronics Limited,4487203,,EBGNG,390
SELL,PLATINUM JASMINE A 2018 TRUST,11-Jun-2026,Lenskart Solutions Ltd,40000000,,LENSKART,490
