buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,ABAKKUS INVESTMENT MANAGERS PRIVATE LIMITED,11-Sep-2026,BLACKBUCK LIMITED,600000,,BLACKBUCK,576.05
BUY,ABAKKUS INVESTMENT MANAGERS PRIVATE LIMITED,11-Sep-2026,BLACKBUCK LIMITED,2100000,,BLACKBUCK,576.05
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,11-Sep-2026,Granules India Limited,1154316,,GRANULES,872.5
BUY,JAGDISH NARESH MASTER,11-Sep-2026,Granules India Limited,300000,,GRANULES,872.5
BUY,MYRAA VARUN RAHEJA,11-Sep-2026,Granules India Limited,687679,,GRANULES,872.5
BUY,SUNDARAM MUTUAL FUND,11-Sep-2026,Granules India Limited,573065,,GRANULES,872.5
BUY,SMALLCAP WORLD FUND INC,11-Sep-2026,Granules India Limited,3474080,,GRANULES,872.5
BUY,360 ONE PIPE FUND,11-Sep-2026,Granules India Limited,286535,,GRANULES,872.5
BUY,ADITYA BIRLA SUN LIFE MUTUAL FUND,11-Sep-2026,Granules India Limited,573065,,GRANULES,872.5
BUY,AMERICAN FDS DEVELOPING WORLD GROWTH AND INCOME FUND,11-Sep-2026,Granules India Limited,320926,,GRANULES,872.5
BUY,AMERICAN FUNDS INSURANCE SERIES GLOBAL SMALL CAPITALIZATION FUND,11-Sep-2026,Granules India Limited,91594,,GRANULES,872.5
BUY,BNP PARIBAS FINANCIAL MARKETS,11-Sep-2026,Granules India Limited,1318051,,GRANULES,872.5
BUY,BUOYANT OPPORTUNITIES STRATEGY-III,11-Sep-2026,Granules India Limited,286535,,GRANULES,872.5
BUY,CAPITAL GROUP EMERGING MARKETS EQUITY COLLECTIVE TRUST US,11-Sep-2026,Granules India Limited,127239,,GRANULES,872.5
BUY,CAPITAL GROUP EMERGING MARKETS GROWTH COLLECTIVE TRUST (US),11-Sep-2026,Granules India Limited,18728,,GRANULES,872.5
BUY,CAPITAL INTERNATIONAL EMERGING MARKETS FUND,11-Sep-2026,Granules India Limited,34085,,GRANULES,872.5
BUY,CLARUS CAPITAL 1,11-Sep-2026,Granules India Limited,859600,,GRANULES,872.5
BUY,EDELWEISS MUTUAL FUND,11-Sep-2026,Granules India Limited,458452,,GRANULES,872.5
BUY,EMERGING MARKETS EQUITY FUND,11-Sep-2026,Granules India Limited,312796,,GRANULES,872.5
BUY,EMERGING MARKETS GROWTH FUND INC,11-Sep-2026,Granules India Limited,72360,,GRANULES,872.5
BUY,FLORIDA RETIREMENT SYSTEM,11-Sep-2026,Granules India Limited,416692,,GRANULES,872.5
BUY,GOLDMAN SACHS BANK EUROPE SE,11-Sep-2026,Granules India Limited,1173916,,GRANULES,872.5
BUY,OPTIMIX WHOLESALE GLOBAL EMERGING MARKETS SHARE TRUST,11-Sep-2026,Granules India Limited,182350,,GRANULES,872.5
BUY,SBI LIFE INSURANCE COMPANY LIMITED,11-Sep-2026,Granules India Limited,573065,,GRANULES,872.5
BUY,DSP MUTUAL FUND,11-Sep-2026,Jamna Auto Ind Ltd,7812500,,JAMNAAUTO,128
BUY,360 ONE MUTUL FUND,11-Sep-2026,Jamna Auto Ind Ltd,2573125,,JAMNAAUTO,128
BUY,360 ONE ASSET MANAGEMENT LIMITED,11-Sep-2026,Jamna Auto Ind Ltd,1953125,,JAMNAAUTO,128
BUY,360 ONE ASSET MANAGEMENT LIMITED,11-Sep-2026,Jamna Auto Ind Ltd,5468750,,JAMNAAUTO,128
BUY,ABU DHABI INVESTMENT AUTHORITY,11-Sep-2026,Jamna Auto Ind Ltd,2182500,,JAMNAAUTO,128
BUY,MORGAN STANLEY ASIA SINGAPORE PTE,11-Sep-2026,Sri Lotus Devlprs N Rty L,1500000,,LOTUSDEV,201.75
BUY,DT FUND,11-Sep-2026,NRB Bearings Limited,227565,,NRBBEARING,505
BUY,GP EMERGING MARKETS STRATEGIES LP,11-Sep-2026,NRB Bearings Limited,111805,,NRBBEARING,505
BUY,UNIVERSITY OF NOTRE DAME DU LAC,11-Sep-2026,NRB Bearings Limited,160630,,NRBBEARING,505
SELL,ACCEL INDIA IV (MAURITIUS) LIMITED,11-Sep-2026,BLACKBUCK LIMITED,2700000,,BLACKBUCK,576.05
SELL,KRISHNA PRASAD CHIGURUPATI,11-Sep-2026,Granules India Limited,13295129,,GRANULES,872.5
SELL,RANDEEP SINGH JAUHAR,11-Sep-2026,Jamna Auto Ind Ltd,9995000,,JAMNAAUTO,128
SELL,PRADEEP SINGH JAUHAR,11-Sep-2026,Jamna Auto Ind Ltd,9995000,,JAMNAAUTO,128
SELL,MOHAMED IRFAN MOHAMED LATIF SHAIKH,11-Sep-2026,Sri Lotus Devlprs N Rty L,1500000,,LOTUSDEV,201.75
SELL,TRILOCHAN SINGH SAHNEY TRUST 1,11-Sep-2026,NRB Bearings Limited,500000,,NRBBEARING,505
