buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,UNION (MAURITIUS) HOLDINGS LIMITED,02-Sep-2026,Aster DM Quality Care Ltd,4609800,,ASTERDM,760
BUY,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,02-Sep-2026,Pine Labs Limited,10315925,,PINELABS,155.1
BUY,SOCIETE GENERALE,02-Sep-2026,Pine Labs Limited,4531963,,PINELABS,155.1
BUY,EDELWEISS MUTUAL FUND,02-Sep-2026,Pine Labs Limited,2578981,,PINELABS,155.1
BUY,GOLDMAN SACHS INVESTMENTS MAURITIUS I LIMITED,02-Sep-2026,Pine Labs Limited,4162862,,PINELABS,155.1
BUY,VIRIDIAN ASIA OPPORTUNITIES MASTER FUND,02-Sep-2026,Pine Labs Limited,4132253,,PINELABS,155.1
BUY,INTEGRATED CORE STRATEGIES (ASIA) PTE.LTD.,02-Sep-2026,Pine Labs Limited,2450000,,PINELABS,155.1
BUY,JM FINANCIAL MUTUAL FUND,02-Sep-2026,Pine Labs Limited,1611865,,PINELABS,155.1
BUY,MORGAN STANLEY ASIA SINGAPORE PTE,02-Sep-2026,Pine Labs Limited,2448742,,PINELABS,155.1
BUY,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,02-Sep-2026,Pine Labs Limited,3223726,,PINELABS,155.1
SELL,CENTELLA MAURITIUS HOLDINGS LIMITED,02-Sep-2026,Aster DM Quality Care Ltd,4609800,,ASTERDM,760
SELL,ALPHA WAVE VENTURES II LP,02-Sep-2026,Pine Labs Limited,35456317,,PINELABS,155.1
