buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,360 ONE MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,335661,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,107460,,ANTHEM,744.8
BUY,BAJAJ LIFE INSURANCE LIMITED,18-Jun-2026,Anthem Biosciences Ltd,1208379,,ANTHEM,744.8
BUY,CANARA ROBECO MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,537057,,ANTHEM,744.8
BUY,EDELWEISS MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,335661,,ANTHEM,744.8
BUY,GHISALLO MASTER FUND LP,18-Jun-2026,Anthem Biosciences Ltd,335661,,ANTHEM,744.8
BUY,HDFC MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,1342643,,ANTHEM,744.8
BUY,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,1208379,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,2000,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,8000,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,9000,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,10000,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,16000,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,23000,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,54000,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,102264,,ANTHEM,744.8
BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,18-Jun-2026,Anthem Biosciences Ltd,111397,,ANTHEM,744.8
